Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah
27/05/2015;2015;5;27;21,6;26,6;23,4;23,3;27;18,2;0,5;87,5;   ;916,5875;98,16791345;76,80336505;89,67636196;90,70388848;3;0;7;270
28/05/2015;2015;5;28;20,2;25,2;21,8;21,85;26,6;16;-;80;   ;916,34375;94,33774194;69,20125463;67,46516635;81,33547621;2,375;0;7;270
29/05/2015;2015;5;29;19,6;27,4;24;22,65;28,4;16,2;-;95;   ;917,14375;92,35270429;58,79208393;86,52967706;82,50679239;0,625;0;4;90
30/05/2015;2015;5;30;22,2;26,8;23,6;23,7;28;18,2;-;57,5;   ;916,5125;84,21271046;80,98793454;88,05676978;84,36753131;1,1875;0;7;270
31/05/2015;2015;5;31;22,6;26,4;23,6;23,8;27,4;19;ttu;80; RA  ;915,14375;86,05913501;72,46019873;84,75301817;82,33287173;2,5;0;8;120
01/06/2015;2015;6;1;21,4;26,2;22,8;22,95;27,6;17,2;-;95;   ;915,2625;90,92099633;66,5117435;84,44955501;83,20082279;0,625;0;4;90
02/06/2015;2015;6;2;21,6;26,8;23,6;23,4;27,6;18,1;-;40;   ;915,725;83,96754266;73,66187748;88,05676978;82,41343314;1,25;0;7;270
03/06/2015;2015;6;3;20,4;26,8;23;22,65;27,8;18,4;ttu;63,75; RA  ;915,93125;96,23223326;77,30631337;89,57453602;89,83632898;0,5625;0;5;90
04/06/2015;2015;6;4;21,8;25,8;23,8;23,3;27,6;17,4;-;100;   ;915,7625;91,01417176;68,76803233;78,39036024;82,29668402;0;0;0;0
05/06/2015;2015;6;5;20,6;27,2;21;22,35;29,8;18,2;-;100;   ;915,06875;81,77308171;54,15426883;83,71367457;75,35352671;0;0;0;0
06/06/2015;2015;6;6;20;25,6;23,6;22,3;27;17,4;ttu;50; RA  ;915,0625;94,30710247;70,63788142;81,49596538;85,18701294;1,75;0;5;200
07/06/2015;2015;6;7;22;27,2;25;24,05;28;17,6;-;67,5;   ;915,675;85,84571988;56,96223642;75,93974322;76,14835485;0,6875;0;4;90
08/06/2015;2015;6;8;21,2;27,8;24,4;23,65;28,6;20;-;67,5;   ;915,36875;92,67328779;63,8165611;83,4403162;83,15086322;0;0;0;0
09/06/2015;2015;6;9;21,6;26,2;23,2;23,15;26,4;19,4;-;30;   ;915,51875;90,96785328;84,11395801;91,32397104;89,3434089;0,8125;0;4;90
10/06/2015;2015;6;10;20,2;24;22;21,6;26;16,2;-;12,5;   ;915,6;94,33774194;83,59582269;87,5715805;89,96072176;0;0;0;0
11/06/2015;2015;6;11;22,6;24,2;19,6;22,25;25,2;14,2;-;50;   ;915,35625;79,37932137;71,29582438;84,91342825;78,74197384;0;0;0;0
12/06/2015;2015;6;12;22,2;25,4;21,4;22,8;26;15;-;65;   ;915,4375;75,86460442;59,42563252;92,71129115;75,96653313;0;0;0;0
